"Dataset S27. Molecular rates, environmental predictors, and life-history traits of species based on mitochondrial genes used in this study.",,,,,,,,,,,,,,,,,,,,,,,,
GenBank,ThermoMode,Group,Class,Order,Family,Species,Clade,dN (substitution/site/year),dS (substitution/site/year),dNdS,Clade.Age (Ma),Tip.Age (Ma),Mid Latitude (°),Mean Annual Temperature (℃),Habitat,BodyMass (g),Longevity (year),MaturityAge (year),Fecundity (Individual/year),Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
NC_014042.1,Endotherms,Mammals,Mammalia,Primates,Hylobatidae,Hylobates_agilis,Mammals_Node2425,6.97E-10,1.14E-08,0.06,10.29,3.97,2.55,23.91,Terrestrial,5829.1,46.5,7.8,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,worldspecies.org,Generation length for mammals
AY863427.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Colobus_guereza,Mammals_Node2396,7.65E-10,1.25E-08,0.06,16.20,12.62,4.99,21.87,Terrestrial,9925.9,29.8,5.3,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JF293092.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Procolobus_verus,Mammals_Node2396,6.64E-10,1.35E-08,0.05,16.20,9.21,6.48,22.55,Terrestrial,3977.9,29.0,3.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Animal Diversity Web,Animal Diversity Web
NC_008219.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Procolobus_badius,Mammals_Node2396,7.52E-10,1.57E-08,0.05,16.20,9.21,8.37,22.06,Terrestrial,8000.0,24.0,4.1,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Life history characteristics of non-volant placental mammals,Animal Diversity Web
HQ149049.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_vetulus,Mammals_Node2396,4.92E-10,6.66E-09,0.07,16.20,7.74,7.67,26.19,Terrestrial,7205.1,24.6,4.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
DQ355297.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Semnopithecus_entellus,Mammals_Node2396,8.37E-10,7.38E-09,0.11,16.20,5.74,21.86,25.69,Terrestrial,12679.3,27.0,3.7,1.1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
HQ149050.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_johnii,Mammals_Node2396,4.30E-10,7.33E-09,0.06,16.20,5.74,10.50,24.51,Terrestrial,10595.1,34.0,3.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Animal Diversity Web,Generation length for mammals
JF293095.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Simias_concolor,Mammals_Node2396,5.69E-10,7.49E-09,0.08,16.20,3.99,2.00,26.44,Terrestrial,7393.9,23.0,2.7,1.0,NA,Generation length for mammals,Animal Diversity Web,Estimated by age of first reproduction of Primates,Animal Diversity Web
DQ355298.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Nasalis_larvatus,Mammals_Node2396,5.57E-10,8.05E-09,0.07,16.20,3.99,2.09,25.82,Terrestrial,12265.7,23.1,4.5,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JQ821840.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Pygathrix_nigripes,Mammals_Node2396,5.95E-10,8.72E-09,0.07,16.20,4.58,12.80,24.62,Terrestrial,10333.3,27.0,4.0,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
DQ355302.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Pygathrix_nemaeus,Mammals_Node2396,5.90E-10,8.39E-09,0.07,16.20,1.71,16.77,23.25,Terrestrial,9411.1,25.5,4.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,AnAge,Generation length for mammals
JQ821841.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Pygathrix_cinerea,Mammals_Node2396,7.60E-10,5.03E-09,0.15,16.20,1.71,14.50,23.06,Terrestrial,10050.0,27.0,4.0,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
JQ821839.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Rhinopithecus_bieti,Mammals_Node2396,3.49E-10,5.23E-09,0.07,16.20,5.22,28.28,5.85,Terrestrial,11000.5,30.0,4.0,1.0,NA,Generation length for mammals,Paternal care and litter size coevolution in mammals,Animal Diversity Web,worldspecies.org
HM125578.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Rhinopithecus_avunculus,Mammals_Node2396,7.25E-10,8.93E-09,0.08,16.20,4.41,22.00,22.32,Terrestrial,9086.2,29.0,4.0,1.5,NA,Generation length for mammals,Animal Diversity Web,Animal Diversity Web,Animal Diversity Web
KM504390.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Rhinopithecus_roxellana,Mammals_Node2396,8.31E-10,8.48E-09,0.10,16.20,3.58,32.39,9.39,Terrestrial,13456.8,29.5,4.0,1.0,NA,Generation length for mammals,AnAge,Animal Diversity Web,AnAge
JQ821836.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Rhinopithecus_brelichi,Mammals_Node2396,2.92E-10,7.08E-09,0.04,16.20,3.58,28.00,12.81,Terrestrial,12267.2,30.0,4.1,1.0,NA,Generation length for mammals,worldspecies.org,"A dataset on the morphological, life-history and ecological traits of the mammals in China",worldspecies.org
DQ355299.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Presbytis_melalophos,Mammals_Node2396,5.98E-10,7.07E-09,0.08,16.20,7.26,1.92,23.43,Terrestrial,6439.1,20.0,3.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Animal Diversity Web,worldspecies.org
KU899140.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Presbytis_femoralis,Mammals_Node2396,6.11E-10,7.29E-09,0.08,16.20,6.10,7.45,26.42,Terrestrial,7026.9,21.0,2.5,1.0,NA,Generation length for mammals,worldspecies.org,Estimated by age of first reproduction of Primates,worldspecies.org
KY117600.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Presbytis_comata,Mammals_Node2396,6.62E-10,7.27E-09,0.09,16.20,6.10,7.10,23.27,Terrestrial,6550.1,31.0,3.8,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Estimated by age of first reproduction of Primates,Estimated by body mass of Primates
KF680163.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_pileatus,Mammals_Node2396,4.50E-10,3.58E-09,0.13,16.20,1.36,24.53,22.37,Terrestrial,11219.9,25.2,4.0,1.0,NA,Generation length for mammals,"A dataset on the morphological, life-history and ecological traits of the mammals in China","A dataset on the morphological, life-history and ecological traits of the mammals in China",Generation length for mammals
KY425609.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_phayrei,Mammals_Node2396,4.36E-10,6.12E-09,0.07,16.20,6.52,19.94,23.63,Terrestrial,7681.7,28.3,4.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,worldspecies.org,Generation length for mammals
KJ174502.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_francoisi,Mammals_Node2396,8.82E-10,4.63E-09,0.19,16.20,4.62,25.53,17.88,Terrestrial,8139.9,26.3,4.0,1.0,NA,Generation length for mammals,Animal Diversity Web,Generation length for mammals,Generation length for mammals
KY024473.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_poliocephalus,Mammals_Node2396,5.85E-10,5.63E-09,0.10,16.20,3.42,20.50,23.51,Terrestrial,9000.0,26.0,4.0,1.1,NA,Generation length for mammals,Estimated by maximum longevity of Primates,worldspecies.org,worldspecies.org
NC_019579.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_hatinhensis,Mammals_Node2396,3.75E-10,4.21E-09,0.09,16.20,3.42,17.33,23.87,Terrestrial,9150.0,26.0,4.0,1.1,NA,Generation length for mammals,Estimated by maximum longevity of Primates,worldspecies.org,worldspecies.org
AY863425.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_obscurus,Mammals_Node2396,4.28E-10,6.72E-09,0.06,16.20,6.31,7.37,26.02,Terrestrial,7247.9,29.5,4.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
NC_023971.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_cristatus,Mammals_Node2396,7.67E-10,5.19E-09,0.15,16.20,4.56,2.48,25.22,Terrestrial,7176.8,29.7,4.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
HQ149047.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_germaini,Mammals_Node2396,3.52E-10,4.14E-09,0.09,16.20,3.26,13.37,26.57,Terrestrial,6300.0,34.0,4.0,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
KY117596.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_auratus,Mammals_Node2396,6.26E-10,5.75E-09,0.11,16.20,1.65,7.50,25.16,Terrestrial,9719.6,31.1,3.0,1.0,NA,Generation length for mammals,Animal Diversity Web,Animal Diversity Web,Animal Diversity Web
KY117597.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Trachypithecus_mauritius,Mammals_Node2396,4.96E-10,5.55E-09,0.09,16.20,1.65,6.90,25.64,Terrestrial,13000.0,20.0,2.4,1.2,NA,https://neprimateconservancy.org/west-javan-ebony-langur/,Estimated by maximum longevity of Primates,Estimated by age of first reproduction of Primates,https://neprimateconservancy.org/west-javan-ebony-langur/
KJ434962.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Allenopithecus_nigroviridis,Mammals_Node2378,7.28E-10,1.14E-08,0.06,14.55,14.55,1.26,22.14,Terrestrial,4750.0,27.0,3.2,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Estimated by age of first reproduction of Primates,worldspecies.org
JQ256913.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Chlorocebus_sabaeus,Mammals_Node2378,4.27E-10,4.31E-09,0.10,14.55,6.84,11.38,27.38,Terrestrial,5900.0,46.0,3.6,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
KU682695.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Chlorocebus_djamdjamensis,Mammals_Node2378,5.80E-10,4.96E-09,0.12,14.55,4.96,7.00,13.98,Terrestrial,4260.0,46.0,3.6,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
KU682699.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Chlorocebus_tantalus,Mammals_Node2378,3.81E-10,4.77E-09,0.08,14.55,4.14,8.21,25.74,Terrestrial,4000.0,46.0,3.6,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
KU682693.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Chlorocebus_cynosuros,Mammals_Node2378,6.37E-10,5.26E-09,0.12,14.55,4.14,10.45,21.86,Terrestrial,4260.0,46.0,3.6,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
AY863426.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Chlorocebus_aethiops,Mammals_Node2378,6.29E-10,5.08E-09,0.12,14.55,3.52,10.69,23.57,Terrestrial,3696.0,31.2,4.8,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KU682698.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Chlorocebus_pygerythrus,Mammals_Node2378,7.34E-10,5.97E-09,0.12,14.55,3.52,14.03,22.16,Terrestrial,4000.0,46.0,3.6,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
KJ434958.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_diana,Mammals_Node2378,9.02E-10,1.13E-08,0.08,14.55,10.98,7.00,22.14,Terrestrial,4358.9,36.2,5.4,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JQ256930.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_neglectus,Mammals_Node2378,7.84E-10,9.76E-09,0.08,14.55,9.62,3.16,21.09,Terrestrial,5324.5,28.6,4.7,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JQ256981.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_pogonias,Mammals_Node2378,7.25E-10,9.47E-09,0.08,14.55,6.34,2.76,20.78,Terrestrial,3578.3,25.6,5.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JQ256980.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_mona,Mammals_Node2378,8.22E-10,9.45E-09,0.09,14.55,6.34,7.09,23.43,Terrestrial,3980.2,30.0,2.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Animal Diversity Web,Generation length for mammals
KC757394.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Erythrocebus_patas,Mammals_Node2378,1.09E-09,1.39E-08,0.08,14.55,11.18,10.77,24.20,Terrestrial,7966.3,26.1,3.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JQ256973.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_mitis,Mammals_Node2378,7.34E-10,9.16E-09,0.08,14.55,9.76,9.93,21.79,Terrestrial,6485.6,32.5,5.7,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JQ256927.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_preussi,Mammals_Node2378,6.19E-10,8.31E-09,0.07,14.55,5.21,5.30,22.07,Terrestrial,5132.6,26.0,3.1,1.0,NA,Generation length for mammals,worldspecies.org,Estimated by age of first reproduction of Primates,Generation length for mammals
KJ434957.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_lhoesti,Mammals_Node2378,6.76E-10,7.93E-09,0.09,14.55,5.21,1.45,22.06,Terrestrial,5307.5,24.0,2.9,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Estimated by age of first reproduction of Primates,worldspecies.org
JQ256939.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_cephus,Mammals_Node2378,4.41E-10,5.53E-09,0.08,14.55,5.76,2.42,23.63,Terrestrial,3444.9,29.5,5.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JQ256983.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_petaurista,Mammals_Node2378,7.16E-10,8.22E-09,0.09,14.55,5.44,7.36,25.80,Terrestrial,3233.7,24.0,2.9,1.0,NA,Generation length for mammals,AnAge,Estimated by age of first reproduction of Primates,Generation length for mammals
JQ256936.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_erythrotis,Mammals_Node2378,4.55E-10,7.19E-09,0.06,14.55,4.65,4.93,24.58,Terrestrial,3255.0,36.0,4.2,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,worldspecies.org,worldspecies.org
JQ256940.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercopithecus_ascanius,Mammals_Node2378,7.01E-10,6.82E-09,0.10,14.55,4.65,4.35,22.87,Terrestrial,3540.2,29.8,5.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KC757401.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Lophocebus_aterrimus,Mammals_Node2371,6.58E-10,7.81E-09,0.08,9.79,9.79,2.48,23.65,Terrestrial,6510.4,37.0,4.8,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
FJ785426.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Theropithecus_gelada,Mammals_Node2371,4.77E-10,9.12E-09,0.05,9.79,8.27,11.33,17.53,Terrestrial,15964.1,32.0,4.1,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JX946204.2,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Papio_ursinus,Mammals_Node2371,7.81E-10,4.44E-09,0.18,9.79,5.11,23.60,19.96,Terrestrial,17729.4,45.0,3.7,1.0,NA,Generation length for mammals,worldspecies.org,Generation length for mammals,Generation length for mammals
JX946202.2,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Papio_kindae,Mammals_Node2371,5.86E-10,3.96E-09,0.15,9.79,3.76,9.79,21.67,Terrestrial,14000.0,45.0,5.6,1.0,NA,https://neprimateconservancy.org/kinda-baboon/,Estimated by maximum longevity of Primates,Estimated by age of first reproduction of Primates,https://neprimateconservancy.org/kinda-baboon/
JX946200.2,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Papio_cynocephalus,Mammals_Node2371,7.14E-10,4.86E-09,0.15,9.79,3.76,8.57,23.57,Terrestrial,15822.2,45.0,5.5,1.0,NA,Generation length for mammals,worldspecies.org,Generation length for mammals,Generation length for mammals
JX946203.2,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Papio_papio,Mammals_Node2371,5.64E-10,5.26E-09,0.11,9.79,3.68,12.68,27.71,Terrestrial,18026.1,45.0,4.5,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
MG787545.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Papio_anubis,Mammals_Node2371,7.06E-10,4.42E-09,0.16,9.79,1.96,8.56,25.32,Terrestrial,17728.6,25.2,4.5,1.0,NA,Generation length for mammals,Paternal care and litter size coevolution in mammals,Generation length for mammals,Generation length for mammals
JX946201.2,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Papio_hamadryas,Mammals_Node2371,5.39E-10,3.34E-09,0.16,9.79,1.96,12.10,24.66,Terrestrial,14007.1,37.5,5.3,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KP090062.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercocebus_atys,Mammals_Node2349,9.52E-10,8.27E-09,0.12,11.61,5.46,8.47,25.42,Terrestrial,6941.2,46.0,0.6,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
KJ434959.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercocebus_torquatus,Mammals_Node2349,8.06E-10,1.08E-08,0.07,11.61,5.46,3.91,24.09,Terrestrial,7293.1,38.0,4.7,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KC757403.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Mandrillus_sphinx,Mammals_Node2349,6.49E-10,9.58E-09,0.07,11.61,5.44,2.10,21.79,Terrestrial,16685.1,43.2,4.0,1.1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KT696596.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Mandrillus_leucophaeus,Mammals_Node2349,6.58E-10,1.03E-08,0.06,11.61,3.64,5.13,20.72,Terrestrial,14253.3,36.2,5.0,1.0,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KC757390.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Cercocebus_chrysogaster,Mammals_Node2349,7.25E-10,8.97E-09,0.08,11.61,3.64,2.86,23.98,Terrestrial,9610.0,46.0,4.2,1.0,NA,Generation length for mammals,worldspecies.org,worldspecies.org,worldspecies.org
NC_002764.1,Endotherms,Mammals,Mammalia,Primates,Cercopithecidae,Macaca_sylvanus,Mammals_Node2349,8.62E-10,1.31E-08,0.07,11.61,8.87,34.03,12.08,Terrestrial,11471.5,25.6,4.8,1.5,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
